start_meetperiode,eind_meetperiode,gebruikte_minuten_intensiteit,gem_intensiteit,gem_snelheid,naam_meetlocatie_mst,afstand_tot_vild_locatie
2022-06-20 00:20:00,2022-06-20 00:21:00,1,60,120,0131hrr0099ra,1100
2022-06-20 00:20:00,2022-06-20 00:21:00,1,360,110,0131hrr0099ra,1100
2022-06-20 00:20:00,2022-06-20 00:21:00,1,180,90,0131hrr0099ra,1100
2022-06-20 00:00:00,2022-06-20 00:01:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:00:00,2022-06-20 00:01:00,1,360,111,0131hrr0103ra,1500
2022-06-20 00:00:00,2022-06-20 00:01:00,1,420,103,0131hrr0103ra,1500
2022-06-20 00:01:00,2022-06-20 00:02:00,1,60,122,0131hrr0103ra,1500
2022-06-20 00:01:00,2022-06-20 00:02:00,1,180,118,0131hrr0103ra,1500
2022-06-20 00:01:00,2022-06-20 00:02:00,1,480,101,0131hrr0103ra,1500
2022-06-20 00:02:00,2022-06-20 00:03:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:02:00,2022-06-20 00:03:00,1,120,87,0131hrr0103ra,1500
2022-06-20 00:02:00,2022-06-20 00:03:00,1,540,96,0131hrr0103ra,1500
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:03:00,2022-06-20 00:04:00,1,240,99,0131hrr0103ra,1500
2022-06-20 00:04:00,2022-06-20 00:05:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:04:00,2022-06-20 00:05:00,1,600,118,0131hrr0103ra,1500
2022-06-20 00:04:00,2022-06-20 00:05:00,1,540,101,0131hrr0103ra,1500
2022-06-20 00:05:00,2022-06-20 00:06:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:05:00,2022-06-20 00:06:00,1,240,111,0131hrr0103ra,1500
2022-06-20 00:05:00,2022-06-20 00:06:00,1,300,98,0131hrr0103ra,1500
2022-06-20 00:06:00,2022-06-20 00:07:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:06:00,2022-06-20 00:07:00,1,300,114,0131hrr0103ra,1500
2022-06-20 00:06:00,2022-06-20 00:07:00,1,300,102,0131hrr0103ra,1500
2022-06-20 00:07:00,2022-06-20 00:08:00,1,60,125,0131hrr0103ra,1500
2022-06-20 00:07:00,2022-06-20 00:08:00,1,240,111,0131hrr0103ra,1500
2022-06-20 00:07:00,2022-06-20 00:08:00,1,420,99,0131hrr0103ra,1500
2022-06-20 00:08:00,2022-06-20 00:09:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:08:00,2022-06-20 00:09:00,1,120,110,0131hrr0103ra,1500
2022-06-20 00:08:00,2022-06-20 00:09:00,1,180,98,0131hrr0103ra,1500
2022-06-20 00:09:00,2022-06-20 00:10:00,1,180,123,0131hrr0103ra,1500
2022-06-20 00:09:00,2022-06-20 00:10:00,1,420,114,0131hrr0103ra,1500
2022-06-20 00:09:00,2022-06-20 00:10:00,1,360,100,0131hrr0103ra,1500
2022-06-20 00:10:00,2022-06-20 00:11:00,1,60,127,0131hrr0103ra,1500
2022-06-20 00:10:00,2022-06-20 00:11:00,1,300,107,0131hrr0103ra,1500
2022-06-20 00:10:00,2022-06-20 00:11:00,1,480,96,0131hrr0103ra,1500
2022-06-20 00:11:00,2022-06-20 00:12:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:11:00,2022-06-20 00:12:00,1,180,112,0131hrr0103ra,1500
2022-06-20 00:11:00,2022-06-20 00:12:00,1,240,97,0131hrr0103ra,1500
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:12:00,2022-06-20 00:13:00,1,60,129,0131hrr0103ra,1500
2022-06-20 00:12:00,2022-06-20 00:13:00,1,120,127,0131hrr0103ra,1500
2022-06-20 00:13:00,2022-06-20 00:14:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:13:00,2022-06-20 00:14:00,1,120,142,0131hrr0103ra,1500
2022-06-20 00:13:00,2022-06-20 00:14:00,1,480,110,0131hrr0103ra,1500
2022-06-20 00:14:00,2022-06-20 00:15:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:14:00,2022-06-20 00:15:00,1,60,134,0131hrr0103ra,1500
2022-06-20 00:14:00,2022-06-20 00:15:00,1,360,100,0131hrr0103ra,1500
2022-06-20 00:15:00,2022-06-20 00:16:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:15:00,2022-06-20 00:16:00,1,120,103,0131hrr0103ra,1500
2022-06-20 00:15:00,2022-06-20 00:16:00,1,240,103,0131hrr0103ra,1500
2022-06-20 00:16:00,2022-06-20 00:17:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:16:00,2022-06-20 00:17:00,1,300,117,0131hrr0103ra,1500
2022-06-20 00:16:00,2022-06-20 00:17:00,1,300,97,0131hrr0103ra,1500
2022-06-20 00:17:00,2022-06-20 00:18:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:17:00,2022-06-20 00:18:00,1,120,132,0131hrr0103ra,1500
2022-06-20 00:17:00,2022-06-20 00:18:00,1,480,101,0131hrr0103ra,1500
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,143,0131hrr0103ra,1500
2022-06-20 00:18:00,2022-06-20 00:19:00,1,120,124,0131hrr0103ra,1500
2022-06-20 00:18:00,2022-06-20 00:19:00,1,420,106,0131hrr0103ra,1500
2022-06-20 00:19:00,2022-06-20 00:20:00,1,120,120,0131hrr0103ra,1500
2022-06-20 00:19:00,2022-06-20 00:20:00,1,360,118,0131hrr0103ra,1500
2022-06-20 00:19:00,2022-06-20 00:20:00,1,480,105,0131hrr0103ra,1500
2022-06-20 00:20:00,2022-06-20 00:21:00,1,0,-1,0131hrr0103ra,1500
2022-06-20 00:20:00,2022-06-20 00:21:00,1,240,117,0131hrr0103ra,1500
2022-06-20 00:20:00,2022-06-20 00:21:00,1,120,90,0131hrr0103ra,1500
2022-06-20 00:00:00,2022-06-20 00:01:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:00:00,2022-06-20 00:01:00,1,300,110,0131hrr0107ra,200
2022-06-20 00:00:00,2022-06-20 00:01:00,1,480,103,0131hrr0107ra,200
2022-06-20 00:01:00,2022-06-20 00:02:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:01:00,2022-06-20 00:02:00,1,360,118,0131hrr0107ra,200
2022-06-20 00:01:00,2022-06-20 00:02:00,1,360,96,0131hrr0107ra,200
2022-06-20 00:02:00,2022-06-20 00:03:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:02:00,2022-06-20 00:03:00,1,300,104,0131hrr0107ra,200
2022-06-20 00:02:00,2022-06-20 00:03:00,1,300,97,0131hrr0107ra,200
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:03:00,2022-06-20 00:04:00,1,420,101,0131hrr0107ra,200
2022-06-20 00:04:00,2022-06-20 00:05:00,1,60,125,0131hrr0107ra,200
2022-06-20 00:04:00,2022-06-20 00:05:00,1,360,123,0131hrr0107ra,200
2022-06-20 00:04:00,2022-06-20 00:05:00,1,300,95,0131hrr0107ra,200
2022-06-20 00:05:00,2022-06-20 00:06:00,1,60,122,0131hrr0107ra,200
2022-06-20 00:05:00,2022-06-20 00:06:00,1,240,114,0131hrr0107ra,200
2022-06-20 00:05:00,2022-06-20 00:06:00,1,540,98,0131hrr0107ra,200
2022-06-20 00:06:00,2022-06-20 00:07:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:06:00,2022-06-20 00:07:00,1,360,116,0131hrr0107ra,200
2022-06-20 00:06:00,2022-06-20 00:07:00,1,300,100,0131hrr0107ra,200
2022-06-20 00:07:00,2022-06-20 00:08:00,1,60,120,0131hrr0107ra,200
2022-06-20 00:07:00,2022-06-20 00:08:00,1,180,116,0131hrr0107ra,200
2022-06-20 00:07:00,2022-06-20 00:08:00,1,420,97,0131hrr0107ra,200
2022-06-20 00:08:00,2022-06-20 00:09:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:08:00,2022-06-20 00:09:00,1,180,113,0131hrr0107ra,200
2022-06-20 00:08:00,2022-06-20 00:09:00,1,180,106,0131hrr0107ra,200
2022-06-20 00:09:00,2022-06-20 00:10:00,1,60,120,0131hrr0107ra,200
2022-06-20 00:09:00,2022-06-20 00:10:00,1,540,120,0131hrr0107ra,200
2022-06-20 00:09:00,2022-06-20 00:10:00,1,480,97,0131hrr0107ra,200
2022-06-20 00:10:00,2022-06-20 00:11:00,1,60,127,0131hrr0107ra,200
2022-06-20 00:10:00,2022-06-20 00:11:00,1,240,106,0131hrr0107ra,200
2022-06-20 00:10:00,2022-06-20 00:11:00,1,360,94,0131hrr0107ra,200
2022-06-20 00:11:00,2022-06-20 00:12:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:11:00,2022-06-20 00:12:00,1,180,111,0131hrr0107ra,200
2022-06-20 00:11:00,2022-06-20 00:12:00,1,360,99,0131hrr0107ra,200
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:12:00,2022-06-20 00:13:00,1,180,114,0131hrr0107ra,200
2022-06-20 00:13:00,2022-06-20 00:14:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:13:00,2022-06-20 00:14:00,1,180,138,0131hrr0107ra,200
2022-06-20 00:13:00,2022-06-20 00:14:00,1,480,108,0131hrr0107ra,200
2022-06-20 00:14:00,2022-06-20 00:15:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:14:00,2022-06-20 00:15:00,1,120,100,0131hrr0107ra,200
2022-06-20 00:14:00,2022-06-20 00:15:00,1,240,109,0131hrr0107ra,200
2022-06-20 00:15:00,2022-06-20 00:16:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:15:00,2022-06-20 00:16:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:15:00,2022-06-20 00:16:00,1,240,103,0131hrr0107ra,200
2022-06-20 00:16:00,2022-06-20 00:17:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:16:00,2022-06-20 00:17:00,1,180,111,0131hrr0107ra,200
2022-06-20 00:16:00,2022-06-20 00:17:00,1,300,94,0131hrr0107ra,200
2022-06-20 00:17:00,2022-06-20 00:18:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:17:00,2022-06-20 00:18:00,1,300,123,0131hrr0107ra,200
2022-06-20 00:17:00,2022-06-20 00:18:00,1,600,101,0131hrr0107ra,200
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,145,0131hrr0107ra,200
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,138,0131hrr0107ra,200
2022-06-20 00:18:00,2022-06-20 00:19:00,1,180,109,0131hrr0107ra,200
2022-06-20 00:19:00,2022-06-20 00:20:00,1,0,-1,0131hrr0107ra,200
2022-06-20 00:19:00,2022-06-20 00:20:00,1,240,124,0131hrr0107ra,200
2022-06-20 00:19:00,2022-06-20 00:20:00,1,720,103,0131hrr0107ra,200
2022-06-20 00:20:00,2022-06-20 00:21:00,1,120,138,0131hrr0107ra,200
2022-06-20 00:20:00,2022-06-20 00:21:00,1,300,121,0131hrr0107ra,200
2022-06-20 00:20:00,2022-06-20 00:21:00,1,180,100,0131hrr0107ra,200
2022-06-20 00:00:00,2022-06-20 00:01:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:00:00,2022-06-20 00:01:00,1,180,109,0131hrr0111ra,600
2022-06-20 00:00:00,2022-06-20 00:01:00,1,480,105,0131hrr0111ra,600
2022-06-20 00:01:00,2022-06-20 00:02:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:01:00,2022-06-20 00:02:00,1,300,119,0131hrr0111ra,600
2022-06-20 00:01:00,2022-06-20 00:02:00,1,360,99,0131hrr0111ra,600
2022-06-20 00:02:00,2022-06-20 00:03:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:02:00,2022-06-20 00:03:00,1,180,119,0131hrr0111ra,600
2022-06-20 00:02:00,2022-06-20 00:03:00,1,240,101,0131hrr0111ra,600
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:03:00,2022-06-20 00:04:00,1,180,103,0131hrr0111ra,600
2022-06-20 00:03:00,2022-06-20 00:04:00,1,480,94,0131hrr0111ra,600
2022-06-20 00:04:00,2022-06-20 00:05:00,1,60,123,0131hrr0111ra,600
2022-06-20 00:04:00,2022-06-20 00:05:00,1,240,125,0131hrr0111ra,600
2022-06-20 00:04:00,2022-06-20 00:05:00,1,360,102,0131hrr0111ra,600
2022-06-20 00:05:00,2022-06-20 00:06:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:05:00,2022-06-20 00:06:00,1,240,118,0131hrr0111ra,600
2022-06-20 00:05:00,2022-06-20 00:06:00,1,600,97,0131hrr0111ra,600
2022-06-20 00:06:00,2022-06-20 00:07:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:06:00,2022-06-20 00:07:00,1,300,119,0131hrr0111ra,600
2022-06-20 00:06:00,2022-06-20 00:07:00,1,240,103,0131hrr0111ra,600
2022-06-20 00:07:00,2022-06-20 00:08:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:07:00,2022-06-20 00:08:00,1,240,113,0131hrr0111ra,600
2022-06-20 00:07:00,2022-06-20 00:08:00,1,360,99,0131hrr0111ra,600
2022-06-20 00:08:00,2022-06-20 00:09:00,1,60,129,0131hrr0111ra,600
2022-06-20 00:08:00,2022-06-20 00:09:00,1,120,110,0131hrr0111ra,600
2022-06-20 00:08:00,2022-06-20 00:09:00,1,300,93,0131hrr0111ra,600
2022-06-20 00:09:00,2022-06-20 00:10:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:09:00,2022-06-20 00:10:00,1,420,116,0131hrr0111ra,600
2022-06-20 00:09:00,2022-06-20 00:10:00,1,600,105,0131hrr0111ra,600
2022-06-20 00:10:00,2022-06-20 00:11:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:10:00,2022-06-20 00:11:00,1,360,113,0131hrr0111ra,600
2022-06-20 00:10:00,2022-06-20 00:11:00,1,480,96,0131hrr0111ra,600
2022-06-20 00:11:00,2022-06-20 00:12:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:11:00,2022-06-20 00:12:00,1,300,112,0131hrr0111ra,600
2022-06-20 00:11:00,2022-06-20 00:12:00,1,240,95,0131hrr0111ra,600
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:12:00,2022-06-20 00:13:00,1,180,108,0131hrr0111ra,600
2022-06-20 00:13:00,2022-06-20 00:14:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:13:00,2022-06-20 00:14:00,1,180,139,0131hrr0111ra,600
2022-06-20 00:13:00,2022-06-20 00:14:00,1,420,108,0131hrr0111ra,600
2022-06-20 00:14:00,2022-06-20 00:15:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:14:00,2022-06-20 00:15:00,1,120,109,0131hrr0111ra,600
2022-06-20 00:14:00,2022-06-20 00:15:00,1,360,105,0131hrr0111ra,600
2022-06-20 00:15:00,2022-06-20 00:16:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:15:00,2022-06-20 00:16:00,1,60,108,0131hrr0111ra,600
2022-06-20 00:15:00,2022-06-20 00:16:00,1,180,99,0131hrr0111ra,600
2022-06-20 00:16:00,2022-06-20 00:17:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:16:00,2022-06-20 00:17:00,1,120,115,0131hrr0111ra,600
2022-06-20 00:16:00,2022-06-20 00:17:00,1,300,95,0131hrr0111ra,600
2022-06-20 00:17:00,2022-06-20 00:18:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:17:00,2022-06-20 00:18:00,1,300,127,0131hrr0111ra,600
2022-06-20 00:17:00,2022-06-20 00:18:00,1,480,104,0131hrr0111ra,600
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,141,0131hrr0111ra,600
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,132,0131hrr0111ra,600
2022-06-20 00:18:00,2022-06-20 00:19:00,1,300,104,0131hrr0111ra,600
2022-06-20 00:19:00,2022-06-20 00:20:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:19:00,2022-06-20 00:20:00,1,180,127,0131hrr0111ra,600
2022-06-20 00:19:00,2022-06-20 00:20:00,1,780,104,0131hrr0111ra,600
2022-06-20 00:20:00,2022-06-20 00:21:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:20:00,2022-06-20 00:21:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:20:00,2022-06-20 00:21:00,1,0,-1,0131hrr0111ra,600
2022-06-20 00:00:00,2022-06-20 00:01:00,1,60,120,0131hrr0115ra,1000
2022-06-20 00:00:00,2022-06-20 00:01:00,1,60,98,0131hrr0115ra,1000
2022-06-20 00:00:00,2022-06-20 00:01:00,1,360,104,0131hrr0115ra,1000
2022-06-20 00:01:00,2022-06-20 00:02:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:01:00,2022-06-20 00:02:00,1,240,116,0131hrr0115ra,1000
2022-06-20 00:01:00,2022-06-20 00:02:00,1,540,105,0131hrr0115ra,1000
2022-06-20 00:02:00,2022-06-20 00:03:00,1,60,136,0131hrr0115ra,1000
2022-06-20 00:02:00,2022-06-20 00:03:00,1,180,118,0131hrr0115ra,1000
2022-06-20 00:02:00,2022-06-20 00:03:00,1,300,102,0131hrr0115ra,1000
2022-06-20 00:03:00,2022-06-20 00:04:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:03:00,2022-06-20 00:04:00,1,120,109,0131hrr0115ra,1000
2022-06-20 00:03:00,2022-06-20 00:04:00,1,480,100,0131hrr0115ra,1000
2022-06-20 00:04:00,2022-06-20 00:05:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:04:00,2022-06-20 00:05:00,1,120,133,0131hrr0115ra,1000
2022-06-20 00:04:00,2022-06-20 00:05:00,1,360,106,0131hrr0115ra,1000
2022-06-20 00:05:00,2022-06-20 00:06:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:05:00,2022-06-20 00:06:00,1,360,120,0131hrr0115ra,1000
2022-06-20 00:05:00,2022-06-20 00:06:00,1,660,97,0131hrr0115ra,1000
2022-06-20 00:06:00,2022-06-20 00:07:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:06:00,2022-06-20 00:07:00,1,240,120,0131hrr0115ra,1000
2022-06-20 00:06:00,2022-06-20 00:07:00,1,360,110,0131hrr0115ra,1000
2022-06-20 00:07:00,2022-06-20 00:08:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:07:00,2022-06-20 00:08:00,1,240,118,0131hrr0115ra,1000
2022-06-20 00:07:00,2022-06-20 00:08:00,1,360,99,0131hrr0115ra,1000
2022-06-20 00:08:00,2022-06-20 00:09:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:08:00,2022-06-20 00:09:00,1,240,110,0131hrr0115ra,1000
2022-06-20 00:08:00,2022-06-20 00:09:00,1,360,96,0131hrr0115ra,1000
2022-06-20 00:09:00,2022-06-20 00:10:00,1,120,136,0131hrr0115ra,1000
2022-06-20 00:09:00,2022-06-20 00:10:00,1,300,110,0131hrr0115ra,1000
2022-06-20 00:09:00,2022-06-20 00:10:00,1,300,105,0131hrr0115ra,1000
2022-06-20 00:10:00,2022-06-20 00:11:00,1,60,129,0131hrr0115ra,1000
2022-06-20 00:10:00,2022-06-20 00:11:00,1,240,116,0131hrr0115ra,1000
2022-06-20 00:10:00,2022-06-20 00:11:00,1,480,101,0131hrr0115ra,1000
2022-06-20 00:11:00,2022-06-20 00:12:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:11:00,2022-06-20 00:12:00,1,420,111,0131hrr0115ra,1000
2022-06-20 00:11:00,2022-06-20 00:12:00,1,420,94,0131hrr0115ra,1000
2022-06-20 00:12:00,2022-06-20 00:13:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:12:00,2022-06-20 00:13:00,1,60,103,0131hrr0115ra,1000
2022-06-20 00:12:00,2022-06-20 00:13:00,1,180,108,0131hrr0115ra,1000
2022-06-20 00:13:00,2022-06-20 00:14:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:13:00,2022-06-20 00:14:00,1,240,132,0131hrr0115ra,1000
2022-06-20 00:13:00,2022-06-20 00:14:00,1,240,112,0131hrr0115ra,1000
2022-06-20 00:14:00,2022-06-20 00:15:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:14:00,2022-06-20 00:15:00,1,60,101,0131hrr0115ra,1000
2022-06-20 00:14:00,2022-06-20 00:15:00,1,420,108,0131hrr0115ra,1000
2022-06-20 00:15:00,2022-06-20 00:16:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:15:00,2022-06-20 00:16:00,1,120,112,0131hrr0115ra,1000
2022-06-20 00:15:00,2022-06-20 00:16:00,1,180,100,0131hrr0115ra,1000
2022-06-20 00:16:00,2022-06-20 00:17:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:16:00,2022-06-20 00:17:00,1,180,114,0131hrr0115ra,1000
2022-06-20 00:16:00,2022-06-20 00:17:00,1,300,95,0131hrr0115ra,1000
2022-06-20 00:17:00,2022-06-20 00:18:00,1,0,-1,0131hrr0115ra,1000
2022-06-20 00:17:00,2022-06-20 00:18:00,1,240,131,0131hrr0115ra,1000
2022-06-20 00:17:00,2022-06-20 00:18:00,1,360,107,0131hrr0115ra,1000
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,143,0131hrr0115ra,1000
2022-06-20 00:18:00,2022-06-20 00:19:00,1,60,148,0131hrr0115ra,1000
