start_meetperiode;eind_meetperiode;gebruikte_minuten_intensiteit;gem_intensiteit;gem_snelheid;naam_meetlocatie_mst;totaal_aantal_rijstroken;rijrichting;rijstrook_rijbaan;start_locatie_latitude;start_locatie_longitude
2019-06-19 20:33:00;2019-06-19 20:34:00;1;420;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:33:00;2019-06-19 20:34:00;1;840;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:33:00;2019-06-19 20:34:00;1;780;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:33:00;2019-06-19 20:34:00;1;780;98;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:33:00;2019-06-19 20:34:00;1;180;120;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;420;127;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;660;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;1080;115;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;780;101;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:34:00;2019-06-19 20:35:00;1;240;113;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;60;134;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;240;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;720;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;780;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;540;96;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:35:00;2019-06-19 20:36:00;1;420;98;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;60;130;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;60;123;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;660;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;960;121;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;720;106;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:36:00;2019-06-19 20:37:00;1;120;121;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;60;132;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;360;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;840;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;1020;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;360;90;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:37:00;2019-06-19 20:38:00;1;540;98;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;300;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;540;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;660;121;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;780;113;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:38:00;2019-06-19 20:39:00;1;120;108;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;540;128;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;840;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;840;119;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;540;101;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:39:00;2019-06-19 20:40:00;1;540;99;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;60;130;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;600;124;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;600;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;780;120;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;360;95;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:40:00;2019-06-19 20:41:00;1;300;95;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;60;132;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;240;128;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;420;124;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;720;115;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;540;103;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:41:00;2019-06-19 20:42:00;1;360;97;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;60;125;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;180;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;120;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;540;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;720;109;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:42:00;2019-06-19 20:43:00;1;360;93;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;480;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;900;123;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;720;110;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;660;102;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:43:00;2019-06-19 20:44:00;1;180;97;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;300;133;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;900;128;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;840;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;720;101;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:44:00;2019-06-19 20:45:00;1;360;90;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;0;-1;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;420;124;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;540;117;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;660;99;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:45:00;2019-06-19 20:46:00;1;420;100;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;240;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;900;124;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;900;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;540;97;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:46:00;2019-06-19 20:47:00;1;480;96;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;240;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;780;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;1020;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;480;93;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:47:00;2019-06-19 20:48:00;1;420;94;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;120;135;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;480;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;1080;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;480;102;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:48:00;2019-06-19 20:49:00;1;180;114;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;360;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;660;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;1140;115;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;660;100;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:49:00;2019-06-19 20:50:00;1;240;108;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;180;120;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;480;124;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;1260;114;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;600;113;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:50:00;2019-06-19 20:51:00;1;300;107;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;60;130;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;300;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;780;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;540;119;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;720;103;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:51:00;2019-06-19 20:52:00;1;300;108;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;180;132;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;360;121;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;780;123;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;720;100;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:52:00;2019-06-19 20:53:00;1;480;99;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;120;128;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;300;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;480;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;840;125;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;480;97;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:53:00;2019-06-19 20:54:00;1;540;107;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;0;-1;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;600;128;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;1020;117;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;660;94;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:54:00;2019-06-19 20:55:00;1;180;97;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;480;128;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;600;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;660;117;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;780;105;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:55:00;2019-06-19 20:56:00;1;420;104;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;240;131;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;780;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;1080;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;840;95;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:56:00;2019-06-19 20:57:00;1;240;92;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;180;126;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;900;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;600;114;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;720;106;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:57:00;2019-06-19 20:58:00;1;300;108;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;360;132;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;660;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;720;120;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;540;102;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:58:00;2019-06-19 20:59:00;1;300;109;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;180;131;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;960;128;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;720;114;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;420;109;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 20:59:00;2019-06-19 21:00:00;1;360;94;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;240;126;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;420;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;600;123;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;660;105;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:00:00;2019-06-19 21:01:00;1;300;100;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;600;129;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;1020;124;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;720;120;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;360;102;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:01:00;2019-06-19 21:02:00;1;360;109;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;60;130;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;420;126;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;540;119;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;600;122;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;540;110;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:02:00;2019-06-19 21:03:00;1;240;112;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;180;131;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;360;127;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;660;121;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;480;117;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:03:00;2019-06-19 21:04:00;1;480;109;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;60;132;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;840;123;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;720;120;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;660;98;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:04:00;2019-06-19 21:05:00;1;180;110;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;120;126;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;480;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;660;116;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;480;97;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:05:00;2019-06-19 21:06:00;1;180;102;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;240;127;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;720;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;1080;121;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;660;102;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:06:00;2019-06-19 21:07:00;1;300;91;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;300;131;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;720;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;660;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;420;104;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:07:00;2019-06-19 21:08:00;1;180;113;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;420;130;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;960;126;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;840;118;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;420;93;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:08:00;2019-06-19 21:09:00;1;300;100;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;120;131;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;600;125;0041hrl0143ra;6;northBound;lane3;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;780;111;0041hrl0143ra;6;northBound;lane4;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;660;101;0041hrl0143ra;6;northBound;lane5;52.26433;4.69276
2019-06-19 21:09:00;2019-06-19 21:10:00;1;420;94;0041hrl0143ra;6;northBound;lane6;52.26433;4.69276
2019-06-19 21:10:00;2019-06-19 21:11:00;1;0;-1;0041hrl0143ra;6;northBound;lane1;52.26433;4.69276
2019-06-19 21:10:00;2019-06-19 21:11:00;1;300;132;0041hrl0143ra;6;northBound;lane2;52.26433;4.69276
